,endereço,telefone,avaliação,link_maps,user_ratings_total,coordenadas,nome
367,"Rodovia SC Km 05, s/n - Centro, Içara - SC, 88820-000, Brazil",(48) 3432-4766,4.7,https://maps.google.com/?cid=14336140827689567577,93.0,"{'lat': -28.7130836, 'lng': -49.2963302}",Zinho Pneus Auto Center
368,"Av. Universitária, 3550 - Sao Sebastiao, Criciúma - SC, 88808-505, Brazil",(48) 99655-0770,4.9,https://maps.google.com/?cid=13079676100170274714,13.0,"{'lat': -28.7024474, 'lng': -49.4433102}",Serranos Borracharia
369,"Av. 25 de Julho, 1371 - Vila Lourdes, Forquilhinha - SC, 88850-000, Brazil",(48) 3442-7371,4.5,https://maps.google.com/?cid=11422913850950003488,73.0,"{'lat': -28.7356758, 'lng': -49.4772224}",Zinho Auto Center Pneus
370,"R. São João, 1525 - São João, Tubarão - SC, 88708-000, Brazil",,3.0,https://maps.google.com/?cid=5657442485543822094,1.0,"{'lat': -28.4672721, 'lng': -49.0375778}",Arnaldo da Silva Mendes Borracharia
371,"R. Ver. Orlando Benevenute Nunes, 232-346 - Esperança, Laguna - SC, 88790-000, Brazil",,4.2,https://maps.google.com/?cid=7515864189408827837,9.0,"{'lat': -28.4698322, 'lng': -48.7851284}",Borracharia Progresso
372,"Avendia João Pinho, 145 - Magalhães, Laguna - SC, 88790-000, Brazil",(48) 99175-6276,5.0,https://maps.google.com/?cid=13594117882587109491,2.0,"{'lat': -28.4940217, 'lng': -48.7732765}",Borracharia Navegantes
373,"Av. dos Imigrantes, nº 1607 (Anexo ao Auto Posto Rio Maina - Rio Maina, Criciúma - SC, 88817-600, Brazil",(48) 3438-7177,0.0,https://maps.google.com/?cid=13832296071270560302,,"{'lat': -28.6663424, 'lng': -49.4252361}",Borracharia Auto Car Rio
374,"Sangão - State of Santa Catarina, 88717-000, Brazil",(48) 98825-8294,5.0,https://maps.google.com/?cid=4601708366792353715,2.0,"{'lat': -28.6375837, 'lng': -49.1312}",Borracharia Goulart
375,"R. Jacobe Weingartner, 354-470 - Centro, Palhoça - SC, 88131-400, Brazil",,4.4,https://maps.google.com/?cid=4316608000262110599,5.0,"{'lat': -27.6598779, 'lng': -48.6745696}",Borracharia do alemão
376,"Servicos De Mecanica,bateria,Borracharia 24 Horas, SC-405, 4058 - Rio Tavares, Florianópolis - SC, 88048-300, Brazil",(48) 99933-8719,4.5,https://maps.google.com/?cid=12681173282486631609,56.0,"{'lat': -27.66062, 'lng': -48.501622}",Socorro Mecânico 24 Horas
377,"R. Paulo de Lorenzi, 288, Treviso - SC, 88862-000, Brazil",(48) 3469-0311,4.8,https://maps.google.com/?cid=9994758309818974137,26.0,"{'lat': -28.5162965, 'lng': -49.4591719}",Borracharia Treviso
378,"R. Antônio da Silva Fernandes, 683 - Cabeçuda, Laguna - SC, 88790-000, Brazil",(48) 99951-3279,5.0,https://maps.google.com/?cid=17129354071546992419,1.0,"{'lat': -28.4401782, 'lng': -48.82459240000001}",Borracharia Vidal - Posto Lagoa
379,"Rod SC 370 km 159 Tiradentes, Gravatal - SC, 88735-000, Brazil",(48) 3642-2247,5.0,https://maps.google.com/?cid=9844472532816564483,7.0,"{'lat': -28.328339, 'lng': -49.0466113}","Alpha Baterias Automotivas e Pneus - Auto Center, Borracharia"
380,"R. Sebastião Tolêdo dos Santos, 206, Siderópolis - SC, 88860-000, Brazil",,0.0,https://maps.google.com/?cid=8327969593800503486,,"{'lat': -28.5966578, 'lng': -49.4311059}",Borracharia Botini
381,"Barreiros, Lauro Müller - State of Santa Catarina, 88880-000, Brazil",(48) 98817-7392,5.0,https://maps.google.com/?cid=2770153960465487274,1.0,"{'lat': -28.3771056, 'lng': -49.4476867}",Borracharia Correa
382,"R. Teodoro Nazário Corrêa, 301 - Floresta, Braço do Norte - SC, 88750-000, Brazil",(48) 3658-4453,4.0,https://maps.google.com/?cid=1584997320906551613,3.0,"{'lat': -28.2806315, 'lng': -49.1515433}",Consertos Bicicletas & Borracharia Miranda
383,"Av. Polidoro Santiago, 196 - Centro, Cocal do Sul - SC, 88845-000, Brazil",(48) 99634-0543,4.8,https://maps.google.com/?cid=16167455117426143533,8.0,"{'lat': -28.600195, 'lng': -49.3245661}",Silva Auto Center - Pneus/Balanceamento/Geomêtria
384,"Av. Pres. Tancredo Neves, 66 - Revoredo, Tubarão - SC, 88704-650, Brazil",(48) 3622-6002,4.3,https://maps.google.com/?cid=13405952897028707376,138.0,"{'lat': -28.46797, 'lng': -48.993224}",Só Pneus Auto Mecânica
385,"Av. Patrício Lima, 1112 - Humaitá, Tubarão - SC, 88704-410, Brazil",(48) 3053-5555,4.5,https://maps.google.com/?cid=17184680224865105885,23.0,"{'lat': -28.470719, 'lng': -49.013758}",Próspera Auto Center
386,"Rodovia Daniel Bruning - s/n Km 19, Gravatal - SC, 88735-000, Brazil",(48) 3642-3196,3.5,https://maps.google.com/?cid=8719224605738905190,2.0,"{'lat': -28.3212662, 'lng': -49.0431687}",Pneus Gravatal
387,"Av. Patrício Lima, 406 - Centro, Tubarão - SC, 88704-410, Brazil",(48) 3301-1000,4.5,https://maps.google.com/?cid=7159460359584684624,145.0,"{'lat': -28.4755961, 'lng': -49.0088658}",DPaschoal
388,"R. Lauro Müller, 2060 - Centro, Tubarão - SC, 88705-101, Brazil",(48) 99191-0415,4.7,https://maps.google.com/?cid=953411432168632003,32.0,"{'lat': -28.4705758, 'lng': -48.9916019}",MM Pneus
389,"Sangão - State of Santa Catarina, 88717-000, Brazil",(48) 99178-8008,4.7,https://maps.google.com/?cid=9414879415281054533,3.0,"{'lat': -28.655265, 'lng': -49.1598499}",Borracharia Evandro
390,"Araçatuba, Imbituba - State of Santa Catarina, 88780-000, Brazil",(48) 3255-1044,4.6,https://maps.google.com/?cid=16788692630738248478,53.0,"{'lat': -28.1333923, 'lng': -48.6916556}",Biela Pneus e Moto Peças
391,"BR-101, Paulo Lopes - SC, 88490-000, Brazil",,0.0,https://maps.google.com/?cid=13550988083037216037,,"{'lat': -27.9566678, 'lng': -48.6776643}",Borracharia do Miguel
392,"R. Santa Cecilia, 48, Jaguaruna - SC, 88715-000, Brazil",(48) 99607-7434,4.4,https://maps.google.com/?cid=8845743955545739385,22.0,"{'lat': -28.6016815, 'lng': -49.0407563}",Borracharia Jaguaruna
393,"Rod. Genésio Mazon, 555 - Ibirapuera, Morro da Fumaça - SC, 88830-000, Brazil",(48) 3434-1563,0.0,https://maps.google.com/?cid=9519063307136953576,,"{'lat': -28.6443073, 'lng': -49.2049999}",Borracharia Araponga
394,"R. João Alfredo Rosa, Guarda - Margem Esquerda, Tubarão - SC, 88708-603, Brazil",99845-3225,5.0,https://maps.google.com/?cid=11509811934460214160,1.0,"{'lat': -28.4372423, 'lng': -49.080672}",Nei Peças Acessórios E Borracharia
395,"R. Roseval José Alves, 1615, Jaguaruna - SC, 88715-000, Brazil",(48) 99817-0697,0.0,https://maps.google.com/?cid=15808284419288869856,,"{'lat': -28.7261295, 'lng': -49.0734494}",Borracharia Cabral
396,"R. João Rodrigues Martins, 14 - Centro, Capivari de Baixo - SC, 88745-000, Brazil",(48) 3623-0972,4.7,https://maps.google.com/?cid=8953539260081087485,63.0,"{'lat': -28.4501753, 'lng': -48.9648845}",Mazinho Pneus
397,"Av. Patrício Lima, 1367 - Humaitá, Tubarão - SC, 88708-200, Brazil",(48) 3628-0222,4.3,https://maps.google.com/?cid=17604376980934690880,4.0,"{'lat': -28.4793649, 'lng': -49.0065214}",Comércio de Pneus e Combustiveis Stupp
398,"Barbacena, Laguna - State of Santa Catarina, 88790-000, Brazil",(48) 99646-3418,5.0,https://maps.google.com/?cid=6166809941650361443,1.0,"{'lat': -28.4223095, 'lng': -48.7984904}",borracharia joao
399,"BR-101 KM272 sentido sul BR-101, s/n - Penha, Imbituba - SC, 88780-000, Brazil",(48) 99674-2263,4.5,https://maps.google.com/?cid=7077129962021984471,20.0,"{'lat': -28.115168, 'lng': -48.70062}",Borracharia 7pontes
400,"R. Cônego Itamar Luiz da Costa - Nova Brasília, Imbituba - SC, 88780-000, Brazil",(48) 98424-5640,5.0,https://maps.google.com/?cid=3127873894903755014,5.0,"{'lat': -28.2143385, 'lng': -48.7089571}",Mecânica e Eletrica ProAuto
401,"R. Dep. Olices Pedro de Caldas, 28 - Morrotes, Tubarão - SC, 88704-296, Brazil",(48) 3626-9762,4.5,https://maps.google.com/?cid=18028857079410645118,91.0,"{'lat': -28.4766248, 'lng': -49.0293785}",Primus Pneus Auto Center
402,"Av. Renato Ramos da Silva, 120 - Paes Leme, Imbituba - SC, 88780-000, Brazil",(48) 3255-5835,4.7,https://maps.google.com/?cid=10749598779191794360,43.0,"{'lat': -28.2534735, 'lng': -48.681998}",Gebalcar Pneus
403,"829, R. Dona Úrsula, 753, Cambará do Sul - RS, 95480-000, Brazil",,4.7,https://maps.google.com/?cid=7349629925529617766,6.0,"{'lat': -29.0500673, 'lng': -50.15104059999999}",Borracharia do Bochadinha
404,"Av. Brasil - Paes Leme, Imbituba - SC, 88780-000, Brazil",(48) 3255-0670,4.6,https://maps.google.com/?cid=2202844816763501085,85.0,"{'lat': -28.2486547, 'lng': -48.6779288}",Neném Pneus
405,"Rod Sc 446, 238 - Nova Itália, Urussanga - SC, 88840-000, Brazil",(48) 3441-1212,4.5,https://maps.google.com/?cid=7360714820032980951,2.0,"{'lat': -28.5103835, 'lng': -49.3157879}",Toti Pneus
406,"SC-108, 0 - Bela Vista, São Ludgero - SC, 88730-000, Brazil",(48) 3657-1992,4.8,https://maps.google.com/?cid=16497386520839391099,21.0,"{'lat': -28.3289202, 'lng': -49.1832781}",Toninho Pneus
407,"Rod. Luiz Rosso, 145 - São Luís, Criciúma - SC, 88803-470, Brazil",(48) 3045-5956,4.4,https://maps.google.com/?cid=10965634169163615010,69.0,"{'lat': -28.693737, 'lng': -49.3688049}",Josiel Mattiole Florentina Borracharia
408,"Av. dos Italianos - São Francisco, Criciúma - SC, 88805-400, Brazil",(48) 99634-5569,4.0,https://maps.google.com/?cid=17747371327303235491,1.0,"{'lat': -28.6844088, 'lng': -49.4143306}",Enzo borracharia
409,"R. Augusto Klapoth, 1285 - Santa Luzia, Brusque - SC, 88357-101, Brazil",(47) 3351-9599,0.0,https://maps.google.com/?cid=2095476315355039958,,"{'lat': -27.16082, 'lng': -48.8927763}",Borracharia e Mecânica Busquirolli
410,"R. Jacó Knihs, 30 - Santa Terezinha, Brusque - SC, 88352-230, Brazil",(47) 3350-0438,5.0,https://maps.google.com/?cid=3226231815590593303,4.0,"{'lat': -27.0791364, 'lng': -48.8915087}",Borracharia União Ltda
411,"R. Arnoldo Zuqui, nº 100 - Dom Joaquim, Brusque - SC, 88359-337, Brazil",(47) 98416-1130,4.5,https://maps.google.com/?cid=7948189663633025993,2.0,"{'lat': -27.161533, 'lng': -48.954315}",Borracharia Móvel Grafite
412,"R. Sete de Setembro, 635 - Santa Terezinha, Brusque - SC, 88352-001, Brazil",(47) 3252-1675,4.1,https://maps.google.com/?cid=10106016664520469010,7.0,"{'lat': -27.0852735, 'lng': -48.90460179999999}",Borracharia Santa Rita
413,"R. Hercílio Luz, 99 - Centro 1, Brusque - SC, Brazil",,3.2,https://maps.google.com/?cid=12038941351631959439,5.0,"{'lat': -27.0990613, 'lng': -48.9269557}",Borracharia
414,"R. Sete de Setembro, 412 - Santa Rita, Brusque - SC, 88352-000, Brazil",(47) 3087-5880,4.7,https://maps.google.com/?cid=13920373575279779895,18.0,"{'lat': -27.0843709, 'lng': -48.9032356}",Borracharia Do Padilha
415,"R. Gen. Osório, 667 - Guarani, Brusque - SC, 88350-000, Brazil",(47) 98827-1038,4.5,https://maps.google.com/?cid=9977143010453311354,2.0,"{'lat': -27.096472, 'lng': -48.9331363}",Borracharia Guarani
416,"R. dos Imigrantes, número 300, Guabiruba - SC, 88360-000, Brazil",(47) 3354-1678,4.7,https://maps.google.com/?cid=973789091650879644,9.0,"{'lat': -27.0969643, 'lng': -48.95934519999999}",Borracharia Monegat
417,"R. Maximiliano Furbringer, 425 - Jardim Maluche, Brusque - SC, 88354-670, Brazil",(47) 3351-9599,0.0,https://maps.google.com/?cid=11553118913979436004,,"{'lat': -27.115736, 'lng': -48.9342219}",Borracharia e Auto Center Busquirolli
418,"Centro 2, Brusque - State of Santa Catarina, 88353-130, Brazil",,0.0,https://maps.google.com/?cid=5119191381588684598,,"{'lat': -27.0999981, 'lng': -48.910191}",Borracharia
419,"R. Santos Dumont, 370 - Santa Terezinha, Brusque - SC, 88352-200, Brazil",(47) 3351-2085,0.0,https://maps.google.com/?cid=18146777153800311853,,"{'lat': -27.0788797, 'lng': -48.894264}",auto center e borracharia sao luiz
420,"R. Paulo Bauer, 43 - São Luiz, Brusque - SC, 88351-490, Brazil",(47) 3351-2085,4.5,https://maps.google.com/?cid=17249695105032578107,11.0,"{'lat': -27.0806732, 'lng': -48.9174843}",Auto Center and Tire Shop Sao Luiz
421,"Br 470 kilometro 128 Posto russi - Salto Pilão, Lontras - SC, 89182-000, Brazil",(47) 98882-7079,0.0,https://maps.google.com/?cid=2613389999383425727,,"{'lat': -27.1349452, 'lng': -49.54387209999999}",JL borracharia
422,"Rod. Antônio Heil - Limoeiro, Brusque - SC, 88352-502, Brazil",,0.0,https://maps.google.com/?cid=14281182347436746802,,"{'lat': -27.0554201, 'lng': -48.8745094}",Borracharia km23
423,"Rua Gruenerwinkel, 1440 - Aimoré, Guabiruba - SC, 88360-000, Brazil",(47) 99175-4667,0.0,https://maps.google.com/?cid=10426385664606069416,,"{'lat': -27.0871193, 'lng': -49.032791}",Borracharia e Pneus para Motos
424,"Rod. Pedro Merisio, Botuverá - SC, 88370-000, Brazil",(47) 3308-5991,0.0,https://maps.google.com/?cid=2039813958931088164,,"{'lat': -27.175476, 'lng': -49.0208489}",Borracharia do Toninho
425,"São João Batista - State of Santa Catarina, 88240-000, Brazil",,0.0,https://maps.google.com/?cid=2047641742137233986,,"{'lat': -27.2781274, 'lng': -48.7915492}",Borracharia pai e filho
426,"Estr. Blumenau, 52 - Taboão, Rio do Sul - SC, 89160-000, Brazil",,4.8,https://maps.google.com/?cid=803168247998559558,6.0,"{'lat': -27.2028071, 'lng': -49.61982099999999}",Borracheiro
427,"R. Galera Canelinha, Canelinha - SC, 88230-000, Brazil",(48) 99103-0831,0.0,https://maps.google.com/?cid=14437432351735362098,,"{'lat': -27.2818401, 'lng': -48.7897937}",Borracharia pai e filho
428,"R. Gen. Osório, 578 - Guarani, Brusque - SC, 88350-480, Brazil",(47) 3355-6201,4.6,https://maps.google.com/?cid=10360934453321194225,56.0,"{'lat': -27.0978499, 'lng': -48.9363225}",Guarani Centro Automotivo
429,"Tv. Luís Rigo - Centro, Pres. Getúlio - SC, 89150-000, Brazil",(47) 3352-1301,5.0,https://maps.google.com/?cid=6133892930415170588,9.0,"{'lat': -27.0458162, 'lng': -49.6211778}",Lavação e Borracharia Suavi
430,"Av. Quintino Bocaiúva, 294, Apiúna - SC, 89135-000, Brazil",(47) 3353-1633,3.0,https://maps.google.com/?cid=15550431933344941903,1.0,"{'lat': -27.0378139, 'lng': -49.39477189999999}",Braatz Borracharia
431,"Governador Celso Ramos - State of Santa Catarina, 88190-000, Brazil",,4.0,https://maps.google.com/?cid=15530519829707448232,8.0,"{'lat': -27.3767902, 'lng': -48.6306127}",Borracharia
432,"R. Ivonete R. da Silva - Centro, Camboriú - SC, 88340-470, Brazil",(47) 99642-5060,4.6,https://maps.google.com/?cid=958802231722646514,23.0,"{'lat': -27.0297167, 'lng': -48.6445441}",Borracharia Móvel Fries 24 horas
433,"Av. Marginal Oeste - Varzea, Itapema - SC, 88220-000, Brazil",(47) 99735-6917,4.3,https://maps.google.com/?cid=1968764606784425874,25.0,"{'lat': -27.0970053, 'lng': -48.6189675}",Borracharia Amaral
434,"R. 2550, 678 - Centro, Balneário Camboriú - SC, 88330-388, Brazil",(47) 99656-4280,4.3,https://maps.google.com/?cid=7012493929235770681,22.0,"{'lat': -26.9982793, 'lng': -48.6330812}",Borracharia
435,"R. 432, 273 - Morretes, Itapema - SC, 88220-000, Brazil",(47) 99704-2814,4.2,https://maps.google.com/?cid=779061901281161978,29.0,"{'lat': -27.1243352, 'lng': -48.6120915}",Borracharia Kbça
436,"rua demonthenes feminella, fundo posto do lirio, sala 03, Brazil",(48) 98432-7722,4.3,https://maps.google.com/?cid=5824037954645647223,36.0,"{'lat': -27.2340857, 'lng': -48.63167809999999}",Borracharia do Mazinho Ltda
437,"Bela Vista, São José - State of Santa Catarina, 88110-800, Brazil",,0.0,https://maps.google.com/?cid=2467226068360324603,,"{'lat': -27.5696462, 'lng': -48.6188714}",Borracharia Fagundes
438,"Av Marginal oeste n 822 Esq Com, R. Dom Henrique - Vila Real, Balneário Camboriú - SC, 88337-000, Brazil",(47) 99686-6363,4.8,https://maps.google.com/?cid=12288428077888199996,23.0,"{'lat': -27.0043631, 'lng': -48.6306094}",Borracharia Da Vila -----Abre as 12.30 hrs e fecha 00.00 hrs ...
439,"Av. Marginal Leste, 720 - Centro, Balneário Camboriú - SC, 88330-281, Brazil",,3.8,https://maps.google.com/?cid=9091019739429228578,10.0,"{'lat': -27.0049658, 'lng': -48.6252631}",Borracharia Diego
440,"Avenida Santa Catarina 915 - fr, Balneário Gaivota - SC, 88955-000, Brazil",(48) 3583-0032,2.0,https://maps.google.com/?cid=3922092895116156049,2.0,"{'lat': -29.18138919999999, 'lng': -49.6299077}",Borracharia Klebber Dagostin
441,"Tv. Luciano Goularte, 26, São Joaquim - SC, 88600-000, Brazil",(49) 3233-3001,4.3,https://maps.google.com/?cid=7150846977582533888,28.0,"{'lat': -28.289496, 'lng': -49.9388726}",Borracharia Catarinense
442,"R. Aristides Cassão - Jardim minuano, São Joaquim - SC, 88600-000, Brazil",(49) 99144-5868,1.0,https://maps.google.com/?cid=5135636403744776061,1.0,"{'lat': -28.292447, 'lng': -49.9438927}",Borracharia Dois Irmãos
443,"São Joaquim - State of Santa Catarina, 88600-000, Brazil",,0.0,https://maps.google.com/?cid=881833842556279609,,"{'lat': -28.2913411, 'lng': -49.9433264}",Borracharia Minuano
444,"R. Parque Três, 2545 - Zona Nova, Capão da Canoa - RS, 95555-000, Brazil",(51) 99538-4256,4.2,https://maps.google.com/?cid=2957485604399648570,36.0,"{'lat': -29.74393199999999, 'lng': -50.016513}",Borracharia capao da canoa
445,"R. Ceriaco Jerônimo de Souza - XANGRI-LÁ, Xangri-Lá - RS, 95588-000, Brazil",(51) 99587-5365,5.0,https://maps.google.com/?cid=37590850425032717,19.0,"{'lat': -29.7676836, 'lng': -50.0427624}",Borracharia Dos Guris
446,"Av. Paraguassu, 4376, Capão da Canoa - RS, 95555-000, Brazil",,0.0,https://maps.google.com/?cid=2695050052059656272,,"{'lat': -29.6881606, 'lng': -49.9795504}",Borracharia
447,"R. Rolante, Capão da Canoa - RS, 95555-000, Brazil",(51) 98154-0339,5.0,https://maps.google.com/?cid=18158898971487827351,1.0,"{'lat': -29.7436913, 'lng': -50.0214552}",Borracharia Do Toco
448,"RS-407, 1770 - Santo Antonio, Capão da Canoa - RS, 95555-000, Brazil",(51) 99858-1334,4.5,https://maps.google.com/?cid=2620940826960409812,6.0,"{'lat': -29.7650097, 'lng': -50.0334207}",Mecânica e borracharia vargas
449,"Av. Paraguassu, 3483, Capão da Canoa - RS, 95555-000, Brazil",(51) 98285-4673,4.6,https://maps.google.com/?cid=3952871488075219547,14.0,"{'lat': -29.680841, 'lng': -49.975027}",GP Oficina Mecânica e Borracharia
450,"Av. Central, Capão da Canoa - RS, 95555-000, Brazil",(51) 99709-0316,0.0,https://maps.google.com/?cid=11632506032431804326,,"{'lat': -29.74688009999999, 'lng': -50.0228901}",Gdj Borracharia
451,"Rod. Rod. do Mercosul, Terra de Areia - RS, 95535-000, Brazil",(55) 99947-4767,4.6,https://maps.google.com/?cid=18391479784860987472,13.0,"{'lat': -29.622301, 'lng': -50.09743479999999}",Borracharia PitStop 24 horas
452,"Av. Paraguassu - Arco íris, Capão da Canoa - RS, 95555-000, Brazil",(51) 98617-7756,5.0,https://maps.google.com/?cid=18182747443071522411,7.0,"{'lat': -29.7352623, 'lng': -50.0052297}",Borracharia Lopes
453,"Maquiné - State of Rio Grande do Sul, 95530-000, Brazil",,4.8,https://maps.google.com/?cid=9345591121538164971,4.0,"{'lat': -29.6948733, 'lng': -50.1796178}",Borracharia Fernandez
454,"Capão da Canoa - RS, 95555-000, Brazil",,5.0,https://maps.google.com/?cid=13865820193317469542,3.0,"{'lat': -29.7529081, 'lng': -50.0317922}",Borracharia
455,"Av. Paraguassu, 110 - Guarani, Capão da Canoa - RS, 95555-000, Brazil",(51) 99546-1561,4.9,https://maps.google.com/?cid=15676574400662860699,9.0,"{'lat': -29.7333529, 'lng': -50.0040547}",Borracharia do alemao capao da canoa
456,"Av. Paraguassu, 796 - Zona Nova, Capão da Canoa - RS, 95555-000, Brazil",,5.0,https://maps.google.com/?cid=9448421093212568539,2.0,"{'lat': -29.7493748, 'lng': -50.0125997}",Catarina Borracharia
457,"Av. Paraguassu, 381 - Jardim Beira Mar, Capão da Canoa - RS, 39250-000, Brazil",(51) 99937-2828,5.0,https://maps.google.com/?cid=12131176380843816420,1.0,"{'lat': -29.722702, 'lng': -49.998496}",Borracharia Leonardo
458,"BR101 KM 72, Osório - RS, 95520-000, Brazil",(51) 98102-2804,5.0,https://maps.google.com/?cid=9361341899449886376,1.0,"{'lat': -29.7650884, 'lng': -50.2183861}",Borracharia TAZ
459,"Maquiné - State of Rio Grande do Sul, 95530-000, Brazil",,3.9,https://maps.google.com/?cid=17785286655798255215,17.0,"{'lat': -29.6990907, 'lng': -50.1998989}",Borracharia sem Nome
460,"Rod Br 101 Km 83 Sala 01 15450 15450, Osório - RS, Brazil",,5.0,https://maps.google.com/?cid=3922345136151713467,4.0,"{'lat': -29.77070789999999, 'lng': -50.1946929}",Borracharia Diotti
461,"Fênix - Rod BR 101 Km 420 ao lado do posto charão - Sanga da Areia, Araranguá - SC, 88900-000, Brazil",(48) 99612-3767,0.0,https://maps.google.com/?cid=1976944043678158628,,"{'lat': -28.994873, 'lng': -49.55251699999999}",Borracharia 101
462,"São Francisco de Paula - State of Rio Grande do Sul, 95400-000, Brazil",(54) 99684-0671,4.3,https://maps.google.com/?cid=4357599192641204274,11.0,"{'lat': -29.2168771, 'lng': -50.4558431}",Borracharia E Lavagem Santana
463,"Riozinho - State of Rio Grande do Sul, 95695-000, Brazil",(51) 3548-1178,5.0,https://maps.google.com/?cid=3051341882674858479,4.0,"{'lat': -29.6408197, 'lng': -50.46314779999999}",Borracharia
464,"Av. Castelo Branco, 305 - Centro Histórico, Torres - RS, 95560-000, Brazil",(51) 3664-5032,4.8,https://maps.google.com/?cid=5638232175869263191,112.0,"{'lat': -29.3309173, 'lng': -49.7392826}",BM Pneus Auto Center
465,"R. Erechim - Centro, Arroio do Sal - RS, 95585-000, Brazil",(51) 3687-1700,5.0,https://maps.google.com/?cid=372920538653376467,4.0,"{'lat': -29.5482275, 'lng': -49.8897603}",ROLIAN PNEUS
466,"R. Antônio Bertoncini, 752 - Cidade Alta, Araranguá - SC, 88900-000, Brazil",(48) 3524-4858,4.8,https://maps.google.com/?cid=7543958535102597554,24.0,"{'lat': -28.9431414, 'lng': -49.4996528}",Mattos Pneus
467,"R. Abedeno Francisco Gomes, 67 - Figueira, Jacinto Machado - SC, 88950-000, Brazil",(48) 3535-1203,4.8,https://maps.google.com/?cid=17348291084835627201,32.0,"{'lat': -28.996238, 'lng': -49.7557983}",Dico Pneus
468,"SC-447, 6389-6479 - Nova Divinéia, Araranguá - SC, 88900-000, Brazil",,0.0,https://maps.google.com/?cid=8462510030566599629,,"{'lat': -28.9473684, 'lng': -49.4886897}","Mano Borracharia. pneus, escape e suspencoes"
469,"Ruas das Acácias - Saturno, Forquilhinha - SC, 88850-000, Brazil",,0.0,https://maps.google.com/?cid=51580958699579100,,"{'lat': -28.7498145, 'lng': -49.45504589999999}",Élio Borracharia
470,"Av schneider Rua edgar schneider Curumim, Capão da Canoa - RS, 95555-000, Brazil",(51) 99572-8143,0.0,https://maps.google.com/?cid=6502598330208520108,,"{'lat': -29.6200895, 'lng': -49.9496739}",Borracharia ciclista curumim
471,"ASCENCINO, R. Alameda Ascendino Moraes de Sá, 1205 - Cidade Alta, Araranguá - SC, 88901-082, Brazil",(48) 3522-0386,4.6,https://maps.google.com/?cid=7983939375494507272,34.0,"{'lat': -28.9454078, 'lng': -49.50256719999999}",Pneus Irmão da Estrada
472,"Rodovia BR 101 400 - km 412, SC, Brazil",(48) 3524-0682,5.0,https://maps.google.com/?cid=7718088358106360090,2.0,"{'lat': -28.9470121, 'lng': -49.505159}",Real Pneus
473,"R. Natividade, 4280 - Centro, Santo Amaro da Imperatriz - SC, 88140-000, Brazil",(48) 3245-1422,4.8,https://maps.google.com/?cid=4384096754304658731,263.0,"{'lat': -27.6848411, 'lng': -48.765076}",Joel Pneus Auto Center
474,"R. Tomaz Domingos da Silveira, 4446 - São Sebastiao, Palhoça - SC, 88136-000, Brazil",(48) 99178-5872,4.8,https://maps.google.com/?cid=4277894036183901564,19.0,"{'lat': -27.6405984, 'lng': -48.7081409}",Borracharia do Chegado 24horas
475,"R. José Cosme Pamplona, 2494 - Bela Vista, Palhoça - SC, 88132-700, Brazil",(48) 99822-0611,4.5,https://maps.google.com/?cid=5866170746234520921,8.0,"{'lat': -27.6578341, 'lng': -48.6933374}",Borracharia Bela Vista
476,"R. Antônio Jovita Duarte, 5725 - Forquilhinhas, São José - SC, 88107-100, Brazil",,5.0,https://maps.google.com/?cid=11057787727185034082,5.0,"{'lat': -27.5809696, 'lng': -48.6748594}",Borracharia Vilmar
477,"R. Pref. Reinoldo Alves, 1224 - Passa Vinte, Palhoça - SC, 88132-001, Brazil",,4.0,https://maps.google.com/?cid=7863143197573732562,12.0,"{'lat': -27.6355167, 'lng': -48.6734296}",Borracharia Passa Vinte
478,"SC-281 - Sertão do Maruim, São José - SC, 88122-001, Brazil",,0.0,https://maps.google.com/?cid=8449485639610019090,,"{'lat': -27.6056971, 'lng': -48.6666205}",Borracharia Grillo
479,"R. José Cosme Pamplona, 2494 - Bela Vista, Palhoça - SC, 88132-700, Brazil",(48) 98492-6080,5.0,https://maps.google.com/?cid=1528898728554658974,1.0,"{'lat': -27.6578658, 'lng': -48.6933596}",Borracharia confiança
480,"R. Pedro Neri Schwinden, 1637 - Vargem dos Pineiros, Santo Amaro da Imperatriz - SC, 88140-000, Brazil",(48) 3245-0230,4.5,https://maps.google.com/?cid=12260532640187011328,13.0,"{'lat': -27.6863714, 'lng': -48.7402603}",Ademir Pneus
481,"Av. Atílio Pedro Pagani, 271 - Pagani, Palhoça - SC, 88132-000, Brazil",(48) 3240-4900,4.5,https://maps.google.com/?cid=17537561358641652868,27.0,"{'lat': -27.6425107, 'lng': -48.6723509}",Casa Grande Palhoça / Loja de Pneus em Palhoça
482,"R. Getúlio Vargas, 777, São João Batista - SC, 88240-000, Brazil",(48) 3265-0090,4.6,https://maps.google.com/?cid=13820596007511296354,40.0,"{'lat': -27.2665862, 'lng': -48.8456144}",Monte Carlo Pneus
483,"SC-350, Aurora - SC, 89186-000, Brazil",(47) 3524-0890,5.0,https://maps.google.com/?cid=44446486366870327,1.0,"{'lat': -27.2969178, 'lng': -49.6465516}",K & K Pneus
484,"R. Carlos Thiesen, 455 - Centro, Ituporanga - SC, 88400-000, Brazil",(47) 3533-7000,4.6,https://maps.google.com/?cid=17291833083725090502,112.0,"{'lat': -27.4197721, 'lng': -49.59575659999999}",Lotus Pneus
