,business_status,formatted_address,formatted_phone_number,rating,types,url,user_ratings_total,location,name
ChIJc6n2NUGr2JQRf06Z3RCKoZk,OPERATIONAL,"Rua Geraldo Ribeiro, 1013 - Centro, Tijucas - SC, 88200-000, Brazil",(47) 99622-1131,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11070281164095311487,,"{'lat': -27.2440743, 'lng': -48.6483783}",Mm Conserto de Rodas
ChIJzYfrxS2u2JQRG9IsaSLivpE,OPERATIONAL,"R. 268, 431 - Castelo Branco, Itapema - SC, 88220-000, Brazil",(47) 3264-7824,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10502080018495885851,60,"{'lat': -27.1346846, 'lng': -48.603017}",Fortech Pneus Rodas e Suspensões
ChIJP-0mNyU4J5UReujA_qi50fA,OPERATIONAL,"R. Tiradentes, 83 - Centro, Florianópolis - SC, 88010-430, Brazil",(48) 3224-1083,4.9,"['shoe_store', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']",https://maps.google.com/?cid=17352854974714931322,207,"{'lat': -27.5985026, 'lng': -48.5490416}",Santa Apolônia
ChIJ-ZyITPs4J5UR_OSVaMwjVVc,OPERATIONAL,"Av. Me. Benvenuta, 1319 - Santa Monica, Florianópolis - SC, 88035-001, Brazil",(48) 3025-7005,4.9,"['shoe_store', 'health', 'point_of_interest', 'clothing_store', 'store', 'establishment']",https://maps.google.com/?cid=6292975415155090684,304,"{'lat': -27.5892244, 'lng': -48.50886630000001}",Santa Apolônia
ChIJD87ksNRJJ5URNVwVDkqi_P4,OPERATIONAL,"R. Francisco Evangelista, 121 - Jardim Atlântico, Florianópolis - SC, 88095-600, Brazil",(48) 3240-0488,4.9,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=18373739018712341557,8,"{'lat': -27.5837095, 'lng': -48.5983931}",Sergio Rodas
ChIJy_oSw8uv2JQRKXVvk3OHMO8,OPERATIONAL,"R. São Paulo, 826, Porto Belo - SC, 88210-000, Brazil",(47) 3267-0060,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17235424704411432233,105,"{'lat': -27.1570001, 'lng': -48.59194859999999}",JK Pneus
ChIJi43e03Q2J5URETpufG6jrHY,OPERATIONAL,"R. Nicolau García - Fazenda Santo Antônio, São José - SC, 88104-460, Brazil",,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=8551389487399057937,,"{'lat': -27.622102, 'lng': -48.63597799999999}",Diamantacao De Rodas Pintura De Rodas
ChIJKR14JeRLJ5UR4xTAITmRxpU,OPERATIONAL,"Av. das Margaridas, 28 - quadra 30 - Serraria, São José - SC, 88115-770, Brazil",(48) 3257-7574,4.9,"['shoe_store', 'jewelry_store', 'point_of_interest', 'clothing_store', 'store', 'establishment']",https://maps.google.com/?cid=10792473231605372131,7,"{'lat': -27.5435238, 'lng': -48.6474097}",4 Rodas Fashion
ChIJjUypS7o1J5URDW04QIJRNQw,OPERATIONAL,"Centro, Palhoça - State of Santa Catarina, 88132-345, Brazil",(48) 3258-2928,4.2,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=879698922085838093,14,"{'lat': -27.6398657, 'lng': -48.6653884}",Júlio Rodas
ChIJAQAQY3lJJ5URrusKAC86hNI,OPERATIONAL,"R. Fagundes Varela, N 1840 - Barreiros, São José - SC, 88113-800, Brazil",,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=15169313418429262766,,"{'lat': -27.5578037, 'lng': -48.6321138}",Kr Rodas
ChIJixkdFfs1J5UR0cBhOYHf9E0,OPERATIONAL,"1229, R. João Born, 1229 - Pte. do Imaruim, Palhoça - SC, 88130-300, Brazil",,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=5617360381344334033,,"{'lat': -27.6398425, 'lng': -48.6542118}",Flash Rodas e Pneus
ChIJ4UXlHPM1J5URO_LfhfTggqc,OPERATIONAL,"R. José Cosme Pamplona, 1690 - Bela Vista, Palhoça - SC, 88132-700, Brazil",(48) 99653-4734,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=12070457292129038907,,"{'lat': -27.6543883, 'lng': -48.6861374}",Lito Rodas
ChIJF4XzcMtJJ5UR2IBJln_XKy8,OPERATIONAL,"Av. Leoberto Leal, 1 - Barreiros, Florianópolis - SC, 88117-001, Brazil",,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3399047286763389144,1,"{'lat': -27.5738376, 'lng': -48.6008772}",Acs Serviços de Borracharia
ChIJ0Qlc35RDIJURDfBu6DEyVXQ,OPERATIONAL,"Av. Adolfo Konder, 1208 - Traçado, Urubici - SC, 88650-000, Brazil",(49) 99971-5358,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8382661471354417165,38,"{'lat': -28.0036614, 'lng': -49.5877616}",Borracharia
ChIJCWtD7lHIIJURbkfB78JGIss,OPERATIONAL,"BR-282, 1 - Sta Cruz da Fig, Águas Mornas - SC, 88150-000, Brazil",(48) 3245-9105,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14637339541967554414,4,"{'lat': -27.7161714, 'lng': -48.87860329999999}",Borracharia Santa Cruz
ChIJp3rNE22R35QRLOupycnp9wQ,OPERATIONAL,"R. João Steffens, s/n - Seminário, Ituporanga - SC, 88400-000, Brazil",(47) 98816-2697,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=358011748280298284,15,"{'lat': -27.4254775, 'lng': -49.602757}",Borracharia SOS 24 HORAS
ChIJZ5fdVzZR35QRjC466eqSN78,OPERATIONAL,"Carmelo, São João Batista - State of Santa Catarina, 88240-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13778643122596228748,,"{'lat': -27.2666173, 'lng': -48.8549019}",Borracharia Mato Grosso
ChIJi8gW4IVR35QR4gBuYt2M63k,OPERATIONAL,"SC-108, 314, São João Batista - SC, 88240-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8785270380583321826,,"{'lat': -27.2716229, 'lng': -48.84974}",Borracharia Mendonça
ChIJofdUVH-IIJUR6KR0PJZ7S2A,OPERATIONAL,"BR-282, Alfredo Wagner - SC, 88450-000, Brazil",(48) 98817-8890,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6938775536083969256,3,"{'lat': -27.6954814, 'lng': -49.3300675}",Borracharia Paulinho
ChIJYX4efXN-35QRJJYG6MS6eBA,OPERATIONAL,"88445000 - Rua Mainolvo Lehmkuhl - Centro, Leoberto Leal - SC, 88445-000, Brazil",(48) 3268-1136,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1186903856681227812,,"{'lat': -27.504181, 'lng': -49.289362}",Borracharia
ChIJjYzEPv6F35QRJ9i8-7YK12A,OPERATIONAL,"Bela Vista, Ituporanga - State of Santa Catarina, 88400-000, Brazil",(47) 3533-9208,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6978057928657655847,,"{'lat': -27.4484053, 'lng': -49.5046863}",Lavação e Borracharia do EDI
ChIJ2bRkwx9IJ5URytJCa5jqLhc,OPERATIONAL,"R. XV de Novembro, 113 - Centro, Agronômica - SC, 89188-000, Brazil",(47) 3542-0004,3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1670530452156502730,2,"{'lat': -27.2675481, 'lng': -49.7155869}",Borracharia do Baiano
ChIJa9XwaTCO35QRFrO7alS7Uuo,OPERATIONAL,"SC-350 - Cerro Negro, Ituporanga - SC, 88400-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16884763924207743766,,"{'lat': -27.4820647, 'lng': -49.5777072}",Borracharia Longen
ChIJsTuMs8ny35QRdUI74MorTUU,OPERATIONAL,"Rua João stockburger - Centro, Petrolândia - SC, 88430-000, Brazil",(47) 99139-2619,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4993695712169116277,,"{'lat': -27.522678, 'lng': -49.67072049999999}",Borracharia
ChIJdaQpsPmOIJURMxj2bpX9Vi8,OPERATIONAL,"BR-282, Alfredo Wagner - SC, 88450-000, Brazil",,4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3411192586033305651,3,"{'lat': -27.712677, 'lng': -49.2474979}",Borracharia Posto Economic
ChIJ0SNqHmQLIJUR2QwS9KYnn_8,CLOSED_TEMPORARILY,"Br 282, R. Quatorze de Janeiro, 236 - Centro, Bom Retiro - SC, 88680-000, Brazil",(49) 99189-5084,3.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=18419484598981496025,6,"{'lat': -27.742597, 'lng': -49.72620149999999}",Borracharia 24h
ChIJU0ySORXp35QRQ9pHtzCpTUI,OPERATIONAL,"R. Primeiro de Maio - Centro, Agrolândia - SC, 88420-000, Brazil",(47) 98837-4675,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4777660806408428099,5,"{'lat': -27.4094812, 'lng': -49.8279879}",Telo Borracharia Centro
ChIJdU0z_bZ9IJURIfPCuONNVe4,OPERATIONAL,"SC-350, Alfredo Wagner - SC, 88450-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17173718394499953441,,"{'lat': -27.6643592, 'lng': -49.3984254}",Chapeacão & Borracharia Catuira
ChIJl8qtv1Wd35QRDOGv7Xiavis,OPERATIONAL,"Vidal Ramos - State of Santa Catarina, 88443-000, Brazil",,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3152126633380405516,5,"{'lat': -27.3934862, 'lng': -49.3667126}",Lavação e Borracharia do Balaio
ChIJ_Yd9xXhvIJUROfgMmoQcpmI,OPERATIONAL,"R. Frontino Vieira de Souza, 464, Bom Retiro - SC, 88680-000, Brazil",(49) 3277-0645,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7108400417696708665,1,"{'lat': -27.7991273, 'lng': -49.4877197}",Auto Elétrica e Borracharia Berê
ChIJ2ePg6krD35QRZb1HciE3_I8,OPERATIONAL,"SC-112 - Satão, Trombudo Central - SC, 89176-000, Brazil",(47) 98883-8804,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10375228258345532773,1,"{'lat': -27.3231969, 'lng': -49.797268}",Chapeaçao e Borracharia Nascimento
ChIJlTWfzTFlIJURTJop8RzpI8U,OPERATIONAL,"R. F, 461, Bom Retiro - SC, 88680-000, Brazil",(49) 99804-2107,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14205453960171067980,,"{'lat': -27.8046295, 'lng': -49.4875057}",Borracharia Kreuch
ChIJKxeoHGTz35QR9l8qwqPCyZw,OPERATIONAL,"R. Dezesseis de Agosto, Petrolândia - SC, 88430-000, Brazil",(47) 99225-2366,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11297775148828614646,,"{'lat': -27.5382694, 'lng': -49.70027899999999}","Bar, lavação e borracharia do Veroni"
ChIJ30IqjkjjIJURfbL8K0MU-2o,OPERATIONAL,"837, Rua Germano Hermes Meyer - Centro, Santa Rosa de Lima - SC, 88763-000, Brazil",(48) 99626-7097,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7708777465908081277,1,"{'lat': -28.0386176, 'lng': -49.124387}",Borracharia Auto Posto Santa Rosa
ChIJ0-lc_OvC35QR2DpEBSpRhKI,OPERATIONAL,"R. Pitangueira, 1 - Siegel, Agrolândia - SC, 88420-000, Brazil",,3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11710574171988966104,1,"{'lat': -27.3775081, 'lng': -49.829581}",Chapeação e Borracharia Marcilopes
ChIJZZWEzZq435QRiRRvv7CPbRM,OPERATIONAL,"Estr. da Madeira, 2582-2690 - Barragem, Rio do Sul - SC, 89165-140, Brazil",,3.9,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1399933048470836361,55,"{'lat': -27.243683, 'lng': -49.68280739999999}",Borracharia Do Alemão
ChIJrdlm6Ri535QR63qA_-2zixU,OPERATIONAL,"R. XV de Novembro, 2233 - Laranjeiras, Rio do Sul - SC, 89160-000, Brazil",,3.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1552532331334499051,10,"{'lat': -27.2382195, 'lng': -49.6437055}",Borracharia
ChIJf13Zk91V35QRvxy9lzfLvhY,OPERATIONAL,"Rua avelina bastos 193 Centro canelinha, R. Benjamin Duarte, 314 - Centro, São João Batista - SC, 88240-000, Brazil",(48) 99151-7663,5,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1638970754038832319,3,"{'lat': -27.2716191, 'lng': -48.8497206}",Borracharia mendonça
ChIJEdhxbfZb35QRhi9B0ALXzJ8,OPERATIONAL,"R. dos Imigrantes, 885 - Besenello, Nova Trento - SC, 88270-000, Brazil",(48) 3267-2134,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11514814754363355014,6,"{'lat': -27.2865397, 'lng': -48.9200381}",Dalpra Pneus
ChIJpcEWUvO435QRU5OTDu3jGZc,OPERATIONAL,"Estr. da Madeira, 1950 - Barragem, Rio do Sul - SC, 89165-140, Brazil",,4.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10887984181436191571,20,"{'lat': -27.2394364, 'lng': -49.6771161}",borracharia do jair
ChIJMdg9ppYeIZURgjU7EG7DVKE,OPERATIONAL,"-606,, Av. Sete de Setembro, 558, Rio Fortuna - SC, 88760-000, Brazil",(48) 3653-1304,4.3,"['store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11625131415636227458,4,"{'lat': -28.1359812, 'lng': -49.1072068}",Avenida Auto Center - Borracharia Do Jovane
ChIJnzNZI3_JIJURwW0l_UZNlX4,OPERATIONAL,"R. Dom Pedro II, 8364 - Poço Fundo, Santo Amaro da Imperatriz - SC, 88140-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9121281587598945729,,"{'lat': -27.7035239, 'lng': -48.8035833}",Borracharia
ChIJtwirit-zIJURxP-3ylP1TsQ,OPERATIONAL,"São Pedro de Alcântara - State of Santa Catarina, 88125-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14145513219849453508,,"{'lat': -27.5634837, 'lng': -48.7994874}",Borracharia Alves
ChIJExXMu37B35QRxwxQ2v-DJNA,OPERATIONAL,"Agronômica - State of Santa Catarina, 89188-000, Brazil",,4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14998257793953172679,4,"{'lat': -27.3375469, 'lng': -49.7685779}",Borracheiro
ChIJFW5Pe0rF35QRHoRcc7NTFBY,OPERATIONAL,"Botafogo, Trombudo Central - State of Santa Catarina, 89176-000, Brazil",(47) 98817-7706,0,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1590988598568322078,,"{'lat': -27.2892473, 'lng': -49.7819864}",Borracharia do joão
ChIJod8APb6535QRoiiiB28RZMU,OPERATIONAL,"Av. Oscar Barcelos, 1181 - Centro, Rio do Sul - SC, 89160-027, Brazil",(47) 98877-1818,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14223512691709978786,1,"{'lat': -27.2117504, 'lng': -49.63383229999999}",Borracharia Crispim
ChIJhfNZraFDIJUR1QxyS-hXGUo,OPERATIONAL,"Av. Brasil, 8 - Perpétuo Socorro, São Lourenço do Oeste - SC, 89990-000, Brazil",,3.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=5339395488434228437,2,"{'lat': -27.993066, 'lng': -49.571333}",Borracheiro em Urubici
ChIJcePMdmaR35QRqNe0q-NVASw,OPERATIONAL,"R. Leonel Thiesen, 1111 - Vila Nova, Ituporanga - SC, 88400-000, Brazil",(47) 3533-4700,1.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3170910048972232616,2,"{'lat': -27.4374025, 'lng': -49.5947201}",Renovadora de Pneus Ituporanga Ltda
ChIJu8R6tiMf4JQRzTOiHFZNpjg,OPERATIONAL,"Av. Brasil, 975 - Santo Antônio, Ituporanga - SC, 88400-000, Brazil",(47) 3533-2178,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4082035144500851661,28,"{'lat': -27.4038688, 'lng': -49.6040364}",Arioldo Auto Center
ChIJ9QbCnFa435QRgbZ0L6jgsg8,OPERATIONAL,"Canoas, Rio do Sul - State of Santa Catarina, 89164-102, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1131213469378721409,,"{'lat': -27.2212149, 'lng': -49.6556569}",Borracharia
ChIJMa5rHkKyIJUR2PlWjLDROF0,OPERATIONAL,"Av. João Antônio Besen, Antônio Carlos - SC, 88180-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6717349400422054360,,"{'lat': -27.5179144, 'lng': -48.77429360000001}",Borracharia Do Zé
ChIJyzVKnlL9IJURDnHu3dkcc0M,OPERATIONAL,"SC-370, Grão Pará - SC, 88890-000, Brazil",(48) 3652-0029,5,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4860260144919769358,2,"{'lat': -28.1112612, 'lng': -49.2780604}",Borracharia Nandi
ChIJX1j4xVC435QRDiIFUSN9aVo,OPERATIONAL,"Canoas, Rio do Sul - State of Santa Catarina, 89160-000, Brazil",(47) 3525-3167,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6514875926604751374,1,"{'lat': -27.2199639, 'lng': -49.6588899}",Serviços E Borracharia - Geometria E Balanceamento
ChIJoc3G10m435QRBT-eBCxKw8Y,OPERATIONAL,"Estr. Boa Esperança, 675 - Fundo Canoas, Rio do Sul - SC, 89160-000, Brazil",(47) 98812-2701,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14322372792884805381,8,"{'lat': -27.2055364, 'lng': -49.6574045}",Borracharia Do Tião
ChIJxSYVBaK535QRmMrYliE6xjM,OPERATIONAL,"Alameda Aristiliano Ramos, 1648 - Santana, Rio do Sul - SC, 89160-000, Brazil",(47) 3525-0068,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3730733257262156440,2,"{'lat': -27.2101531, 'lng': -49.6304341}",Borracharia Auto Electrica Zamban
ChIJM8K20yIaIJURObJWXX386co,OPERATIONAL,"R. Boaventura Lopes, 230-482, Urupema - SC, 88625-000, Brazil",,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14621495280602100281,5,"{'lat': -27.9562476, 'lng': -49.8773138}",Borracharia
ChIJ1_-7BBLd35QRcqjvHDjDlFo,OPERATIONAL,"R. Dom Pedro Primeiro, Braço do Trombudo - SC, 89178-000, Brazil",(47) 99626-1992,3.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6527056405737744498,3,"{'lat': -27.3490285, 'lng': -49.87881669999999}",Borracharia Anacleto
ChIJZdlKNLV4IJURYJuoVoFnoaI,OPERATIONAL,"Estrada geral, Alfredo Wagner - SC, 88450-000, Brazil",(48) 99838-6889,4.8,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=11718761510597073760,5,"{'lat': -27.5987152, 'lng': -49.4469533}",Oficina Mecanica E Borracharia Luchtemberg
ChIJY-eP9xzLIJURbhL2ESVYqSM,OPERATIONAL,"R. Intendente Broering, 2595 - Vila Becker, Santo Amaro da Imperatriz - SC, 88140-000, Brazil",(48) 3245-8667,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2569681978629952110,23,"{'lat': -27.6839336, 'lng': -48.7467058}",Borracharia Geral
ChIJkZ2U5xIDIZURIceOBUhKz74,OPERATIONAL,"R. Ângelo Alberton Luís, 560 - Centro, Grão Pará - SC, 88890-000, Brazil",(48) 99852-3965,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13749289860576757537,,"{'lat': -28.1832389, 'lng': -49.2099853}",Schueroff Auto Center e Borracharia
ChIJ733b9beR35QRLTW7KX3jJdA,OPERATIONAL,"R. Pref. Vergílio Scheler, 1840 - Centro, Ituporanga - SC, 88400-000, Brazil",,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=14998644260737856813,,"{'lat': -27.4188117, 'lng': -49.5941}",Borracharia costa
ChIJW68ImAbK2JQRvk2VuNEuNH8,OPERATIONAL,"R. Israel, 491 - Nações, Balneário Camboriú - SC, 88338-270, Brazil",(42) 98812-2561,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9166002619885637054,27,"{'lat': -26.9822241, 'lng': -48.6452721}",Borracharia Nações
ChIJP6ayWLlDIJUReRFAwMAxdiE,OPERATIONAL,"Urubici - State of Santa Catarina, 88650-000, Brazil",(49) 3278-4310,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2411169354432385401,26,"{'lat': -27.9937618, 'lng': -49.5840612}",Eugenio Pneus
ChIJmRvLByyzIJUR7N5o8ZOhROQ,OPERATIONAL,"Av. João Frederico Martendal, Antônio Carlos - SC, 88180-000, Brazil",(48) 98455-1629,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16448449395846340332,24,"{'lat': -27.5084151, 'lng': -48.74160759999999}",Borracharia do Zé
ChIJIVZ6ZiG535QRvyDw2wtakzg,OPERATIONAL,"BR-470, KM 141 - Canta Galo, Rio do Sul - SC, 89160-000, Brazil",(47) 3521-4982,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4076701094681518271,2,"{'lat': -27.202726, 'lng': -49.6328262}",Borracharia Schreiber
ChIJvwv7xJgeIZURCiPrQ9Z3RDY,OPERATIONAL,"Rua Padre Auling, 245, Av. Sete de Setembro, 103 - Centro, Rio Fortuna - SC, 88760-000, Brazil",(48) 3653-1209,4.5,"['moving_company', 'car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3910382138610623242,43,"{'lat': -28.1403691, 'lng': -49.11495739999999}",Pneus Oenning
ChIJQ8KvjN6D35QRmG-K_wnDpys,OPERATIONAL,"140, R. Sete de Setembro, 70, Imbuia - SC, 88440-000, Brazil",(47) 3557-1253,4.9,"['store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3145697312450965400,8,"{'lat': -27.4913212, 'lng': -49.423255}",Vanio Pneus
ChIJTYBuCFRB35QRQ0hcuJOH11s,OPERATIONAL,"R. David Hort, 531 - Cedro Alto, Brusque - SC, 88359-320, Brazil",(47) 3350-5393,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6617907245967231043,42,"{'lat': -27.1603672, 'lng': -48.9564078}",Borracharia do Gaúcho
ChIJgzOB-bhV35QREFWmx_CSlEM,OPERATIONAL,"Rd sc 410 km 13 Centro, Canelinha - SC, 88230-000, Brazil",(48) 3264-1146,4.9,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4869678659933721872,7,"{'lat': -27.2658012, 'lng': -48.7524805}",Borracharia 2 Irmãos
ChIJ-QejPLNU35QRUCmDiyvymNE,OPERATIONAL,"Tijucas - State of Santa Catarina, 88200-000, Brazil",,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15103087619225102672,16,"{'lat': -27.258609, 'lng': -48.7201129}",Borracharia
ChIJSxYUuk-nIJURJINuuETzZJ0,OPERATIONAL,"R. Pedro Gomes, 35 - Centro, Maj. Gercino - SC, 88260-000, Brazil",(48) 3273-1448,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11341457238103327524,10,"{'lat': -27.4174637, 'lng': -48.9523255}",Amorim Auto Center
ChIJe95x8xhJJ5URIXmf6TpZKPU,OPERATIONAL,"R. Otto Júlio Malina, 1842 - Ipiranga, São José - SC, 88111-500, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17665467647923288353,,"{'lat': -27.5691524, 'lng': -48.6316705}",RP Pneus Borracharia
ChIJhTE9Izik2JQRVl5kaIfkqwc,OPERATIONAL,"Av. Falcão, 998 - Bombas, Bombinhas - SC, 88215-000, Brazil",(47) 99602-7926,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=552786649506143830,13,"{'lat': -27.1519618, 'lng': -48.5081672}",Borracharia Boeira Pneus
ChIJTdGMVztMJ5URfGSmpnyUtHo,OPERATIONAL,"Rio Caveiras, Biguaçu - State of Santa Catarina, 88160-000, Brazil",(48) 3243-7947,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8841855231527904380,22,"{'lat': -27.5253588, 'lng': -48.6347038}",Fraga Pneus e Borracharia - Recapagem de Pneus
ChIJB9uhLpbVJpUR6XVpiNEotTU,OPERATIONAL,"Paulo Lopes - State of Santa Catarina, 88490-000, Brazil",,4.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3870044335196698089,2,"{'lat': -27.9413879, 'lng': -48.6661359}",Borracharia
ChIJg1Qk_KpOJ5URuAkq7hJ3YkY,OPERATIONAL,"R. Hipólito Henrique Pfleger, 866 - Mar das Pedras, Biguaçu - SC, 88160-000, Brazil",(48) 99656-1741,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5071747053561448888,34,"{'lat': -27.5232839, 'lng': -48.6364809}",Floripa Car Auto Center - Oficina Mecânica e Borracharia
ChIJodEX221LJ5UR96Xo79KdX6M,OPERATIONAL,"ESQUINA SC 281 - KM3 - R. Jorge José Zimermann, 3025 - Sertão do Maruim, São José - SC, 88122-030, Brazil",(48) 98456-6365,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=11772301480263460343,14,"{'lat': -27.5998138, 'lng': -48.6732417}",ITA BORRACHARIA
ChIJ1Q6L38JNJ5URLTT6wzThys0,OPERATIONAL,"R. José Cezar da Silva - Centro, Biguaçu - SC, 88160-000, Brazil",(48) 99988-2521,4.2,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14828912339813282861,11,"{'lat': -27.4897763, 'lng': -48.6553578}",Borracharia Lopes
ChIJQWzS_25JJ5UReDIcoNdFR_Q,OPERATIONAL,"BR 101 km 200 SL 05 anexo posto rodoil - Serraria, SC, 88115-100, Brazil",(48) 99960-0701,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17602114461007360632,27,"{'lat': -27.5362419, 'lng': -48.6262829}",Borracharia Km 200
ChIJsc1gAZBJJ5URjI4L5qieitA,OPERATIONAL,"Cidade Jardim de Florianópolis, São José - State of Santa Catarina, 88111-320, Brazil",,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15026997554926292620,1,"{'lat': -27.5711364, 'lng': -48.62863609999999}",Borracharia Dedé
ChIJexZCBJTRJpURv9l7ZA4IEbI,OPERATIONAL,"SC-434, 1443, Garopaba - SC, 88495-000, Brazil",(48) 3254-3686,4.5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=12831045671263656383,14,"{'lat': -28.0375125, 'lng': -48.6232345}",Borracharia Pereira
