,business_status,formatted_address,formatted_phone_number,rating,types,url,user_ratings_total,location,name
ChIJiSfsera535QRcy8mRJqZxLU,OPERATIONAL,"R. Durval V. de Andrade, 116 - Taboão, Rio do Sul - SC, 89160-000, Brazil",(47) 98886-6152,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13097762504147611507,2,"{'lat': -27.2019342, 'lng': -49.61617039999999}",GP RODAS
ChIJwXzgDcm535QRBnTa3Mho7T4,OPERATIONAL,"R. Gen. Osório, 28 - Jardim América, Rio do Sul - SC, 89160-000, Brazil",(47) 3300-1131,4.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4534395611740009478,24,"{'lat': -27.2117391, 'lng': -49.6352206}",Auto Vale Pneus e Acessórios (Geometria/Balanceamento/...)
ChIJVWcDnjkZ35QRtGYuGE3pyc4,OPERATIONAL,"R. Euclídes da Cunha, 426 - Velha, Blumenau - SC, 89036-730, Brazil",(47) 3328-3836,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=14900697359459444404,34,"{'lat': -26.9255261, 'lng': -49.0979277}",R S Clínica das Rodas
ChIJlyxx_m222JQRL0KUwJp1aSk,OPERATIONAL,"Av. Marginal Leste, 612 - Centro, Balneário Camboriú - SC, 88337-000, Brazil",(47) 3363-1566,3.8,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2984045535626019375,10,"{'lat': -27.0048986, 'lng': -48.62857090000001}",Tecno Rodas
ChIJjaVrZPTM2JQRqEEqWcEq70k,OPERATIONAL,"R. Dr. Pedro Rangel, 522 - São João, Itajaí - SC, 88304-430, Brazil",(47) 3348-2064,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5327523894115582376,155,"{'lat': -26.9005556, 'lng': -48.68333330000001}",Só Rodas Pneus e acessórios
ChIJn7BbOzYY35QRPQImG4Ai7Qo,OPERATIONAL,"R. Progresso, 886 - Progresso, Blumenau - SC, 89026-201, Brazil",(47) 3335-0626,4.1,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=787323443466338877,83,"{'lat': -26.9645443, 'lng': -49.0750898}",Four wheels
ChIJrbMZMd-12JQRrZwCli_xMZE,OPERATIONAL,"Av. Santa Catarina, 1555 - Tabuleiro, Camboriú - SC, 88339-005, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10462408596040883373,,"{'lat': -27.0073962, 'lng': -48.64871650000001}",Galeria das Rodas
ChIJW4X6GHs1J5URettorU1OaNY,OPERATIONAL,"Pte. do Imaruim, Palhoça - State of Santa Catarina, 88130-605, Brazil",(48) 3771-1552,4.3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15449684617223265146,6,"{'lat': -27.6292898, 'lng': -48.6575356}",101 Autocenter
ChIJHzPEWHS1JpURp42D-m7MPbA,OPERATIONAL,"Av. Renato Ramos da Silva, 217 - Paes Leme, Imbituba - SC, 88780-000, Brazil",,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=12699531301276061095,8,"{'lat': -28.2534693, 'lng': -48.6819972}",Gebalcar
ChIJcS3h1ZwRIZURS-O_HBlW45w,OPERATIONAL,"BR-475, 904 - Floresta, Braço do Norte - SC, 88750-000, Brazil",,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11304974155486585675,,"{'lat': -28.2811292, 'lng': -49.1480749}",Zanatta
ChIJH8LG6wbVJpURLjOxuSCI5b0,OPERATIONAL,"Estr. Santa Luzia, 88, Paulo Lopes - SC, 88490-000, Brazil",,4.8,"['store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13683492716970849070,33,"{'lat': -27.9607945, 'lng': -48.6825141}",Cicle Duas Rodas
ChIJu7Ch781NJ5URRZfkUKOubFA,OPERATIONAL,"Dalmolin, Biguaçu - State of Santa Catarina, 88160-000, Brazil",,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=5795198836979046213,,"{'lat': -27.4873177, 'lng': -48.6496846}",Consertos De Rodas De Moto
ChIJd7KQQMWx2JQRqEOIwduZyuQ,OPERATIONAL,"R. 418, 42 - Morretes, Itapema - SC, 88220-000, Brazil",(47) 3268-1755,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16486158555066942376,22,"{'lat': -27.1183702, 'lng': -48.61003299999999}",Auto Mecânica Quatro Rodas ao lado da havam
ChIJO1qCdfYvIpURZd3jO1kF6CY,OPERATIONAL,"Av. Getúlio Vargas - Centro, Araranguá - SC, 88900-037, Brazil",(48) 99989-6561,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=2803496648853151077,25,"{'lat': -28.9368915, 'lng': -49.4815826}",Sobre Rodas MX
ChIJNwVZGfZ9IZURMY8ZgSroOKc,OPERATIONAL,"SC-445, 803 - Vila Nova, Içara - SC, 88820-000, Brazil",(48) 99613-8031,3,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=12049636072281968433,2,"{'lat': -28.759882, 'lng': -49.269814}",Mecanica Quatro Rodas
ChIJvdNvaOQuIpURnuorh4A_fVs,OPERATIONAL,"Rua Dr. Virgulino de Queiroz, 588 - Centro, Araranguá - SC, 88900-000, Brazil",(48) 3522-1888,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6592495250796440222,8,"{'lat': -28.9395785, 'lng': -49.4825376}",Mecânica Quatro Rodas Araranguá
ChIJo4wL5-tCIZUROCn3oHj2HbE,OPERATIONAL,"R. Princesa Isabel, 673 - Oficinas, Tubarão - SC, 88705-701, Brazil",(48) 3628-3948,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=12762627916994914616,36,"{'lat': -28.4905679, 'lng': -49.016531}",DESTINO 2 RODAS
ChIJMV1oiOuCIZURpuAezTgzA6o,OPERATIONAL,"Av. Luiz Lazzarin, 144-202 - Vila Floresta II, Criciúma - SC, 88806-345, Brazil",(48) 3433-8687,4.4,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=12250691730430419110,5,"{'lat': -28.6727321, 'lng': -49.3887987}",Tornearia Mago das Rodas 48 34338687 ou 999201096 ou 996138292
ChIJRTawHibXI5UR_sYa0xKyfdI,OPERATIONAL,"R. Q, 108 - Vila Nova, Içara - SC, 88820-000, Brazil",,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15167474913974601470,,"{'lat': -28.7668551, 'lng': -49.269121}",Mecanica quatro rodas
ChIJ3yohyU70IZURrRIqJtXncCQ,OPERATIONAL,"BR-285 - Centro, Turvo - SC, 88930-000, Brazil",(48) 3525-1014,3.9,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2625853485411340973,13,"{'lat': -28.9287247, 'lng': -49.68130739999999}",VIPE RODAS TURVO
ChIJR3LNKisJIpURTG5b_Q9LF7Y,OPERATIONAL,"R. José Querino Nunes, Praia Grande - SC, 88990-000, Brazil",(48) 99163-2671,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13121038571414449740,,"{'lat': -29.192822, 'lng': -49.9522027}",Auto Mecânica e Tornearia Quatro Rodas
ChIJQaad7F88IpURPLh9HKY58L0,OPERATIONAL,"Rua 4-A Blocos 2, R. Três L, 04 - Loja 02, Sombrio - SC, 88960-000, Brazil",,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13686502653184292924,,"{'lat': -29.085821, 'lng': -49.63107400000001}",Pneuline
ChIJf_ZDmGUvIpURg9yIdxYDB24,OPERATIONAL,"Rua Dr. Virgulino de Queiroz, 555 - Centro, Araranguá - SC, 88900-000, Brazil",,0,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7928309064038669443,,"{'lat': -28.9385725, 'lng': -49.4832028}",Mecanica 4 rodas
ChIJDQWcpAtpIpURQTnQ6dqSmSI,OPERATIONAL,"R. Carlos Welausen Porto, Torres - RS, 95560-000, Brazil",,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2493185337649543489,1,"{'lat': -29.33900539999999, 'lng': -49.73616209999999}",Mecanica Quatro Rodas
ChIJe2J4-wReIZURJLMfFXAnJJ8,OPERATIONAL,"SC-442, sala02, Jaguaruna - SC, 88715-000, Brazil",(48) 99974-0723,4.4,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11467333913536344868,32,"{'lat': -28.6055612, 'lng': -49.0338462}",Tok Car Auto Center
ChIJVXnFPFlCIZUR-mhB92NGg8I,OPERATIONAL,"R. Roberto Zumblick, 1121 - Humaitá, Tubarão - SC, 88704-400, Brazil",(48) 3622-4000,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=14016123860471081210,8,"{'lat': -28.471377, 'lng': -49.0151499}",Mecânica Quatro Rodas
ChIJG2HAkRcgIpURSsGjc0-hH-s,OPERATIONAL,"Centro, Turvo - State of Santa Catarina, 88930-000, Brazil",,4.8,"['point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16942437685805695306,6,"{'lat': -28.9264546, 'lng': -49.6802145}",Zico Rodas e Pneus
ChIJ-S3eXL0eIpURxxS7p3iYxlo,OPERATIONAL,"R. Joaquim Pedro Coelho, 117-229 - Paraguai, Jacinto Machado - SC, 88950-000, Brazil",(48) 99833-6000,4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6541083152779777223,266,"{'lat': -28.9969348, 'lng': -49.7614212}",Rodas Pizzaria
ChIJ91qUNRGDIZURfkSfX44Z4J8,OPERATIONAL,"Av. Caeté, 112 - Cidade Mineira Nova, Criciúma - SC, 88806-350, Brazil",,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=11520235946094052478,,"{'lat': -28.6842279, 'lng': -49.4198496}",Boca Rodas E Pneus
ChIJXVnh7TJ5IZURlSkRqEPsW14,OPERATIONAL,"R. João Mijieski, 64 - Liri, Içara - SC, 88820-000, Brazil",(48) 3443-0299,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6799287837772556693,1,"{'lat': -28.6981901, 'lng': -49.3125302}",Rotula Auto Center
ChIJdTlcZkM8IpURznx1D72N0Gk,OPERATIONAL,"Av. Quintino Manoel Domingos - Januária, Sombrio - SC, 88960-000, Brazil",(48) 99966-9363,4,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=7624750012285942990,1,"{'lat': -29.0972762, 'lng': -49.6345057}",Sombri Rodas
ChIJUZWD1zkgIpUR6rb7M66SiOk,OPERATIONAL,"Centro, Estrada Mun., 2709, Turvo - SC, 88930-000, Brazil",,4.4,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=16827861284563957482,7,"{'lat': -28.9398515, 'lng': -49.668738}",Vipe Rodas
ChIJlwHyTSZ-IZURgd34mJINyQk,OPERATIONAL,"BR-101, Km 385 Poço 8, Içara - SC, 88820-000, Brazil",(48) 99650-3028,5,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=705109739943026049,2,"{'lat': -28.7733302, 'lng': -49.3127057}",Quatro Rodas Auto socorro
ChIJe6ufIWEuIpURCShchb8IVWM,OPERATIONAL,"Av. Getúlio Vargas - Jardim das Avenidas, Araranguá - SC, 88906-066, Brazil",(48) 99630-6882,4,"['car_wash', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7157636801444456457,1,"{'lat': -28.950823, 'lng': -49.464149}",Roda Livre Lavacar
ChIJ3aK-cKJpIpUROWgKVJlFq24,OPERATIONAL,"Av. Benjamin Constant, 917, Torres - RS, 95560-000, Brazil",(51) 98041-5236,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7974544090031876153,329,"{'lat': -29.3324205, 'lng': -49.724946}",Benja Bulldger- burger sobre rodas
ChIJpWExqsYvIpURpCsD1N3WHcI,OPERATIONAL,"Rua Severino José, R. Severino J Souza, 118 - Cidade Alta, Araranguá - SC, 88901-088, Brazil",(48) 99670-3757,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13987572265915722660,1,"{'lat': -28.937734, 'lng': -49.4989325}",Roda Livre Garage
ChIJZ5qn-QwvIpURDsbmic-5h7c,OPERATIONAL,"R. Pedro João Pereira, 1150 - Mato Alto, Araranguá - SC, 88900-000, Brazil",(48) 3524-3780,3.7,"['bicycle_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=13224743131819722254,20,"{'lat': -28.9551841, 'lng': -49.5054355}",Free Wheel Bikes
ChIJ3QxX9D-bIZURY5cGw9YBjnA,OPERATIONAL,"R. João XXIII, 381 - Caravaggio, Nova Veneza - SC, 88868-000, Brazil",(48) 3476-0342,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8110422000847460195,,"{'lat': -28.6586362, 'lng': -49.4669319}",Pazetto Usinagem e Fundição
ChIJSZ3UU_SCIZURl66j7w9o-X8,OPERATIONAL,"Av. Gabriel Zanette, 665 - Próspera, Criciúma - SC, 88815-060, Brazil",(48) 3437-5948,4.6,"['hardware_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9221516129672081047,44,"{'lat': -28.6826589, 'lng': -49.3534614}",Corremol Correntes Molas Engrenagens Rolamentos Mancais
ChIJg2iFwoaCIZUREErq1HuUF24,OPERATIONAL,"Av. Gabriel Zanette, 1240 - Ceará, Criciúma - SC, 88815-075, Brazil",(48) 3443-4332,4,"['bicycle_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7932972528210430480,156,"{'lat': -28.683868, 'lng': -49.346551}",Bike Point SC
ChIJeSeX1x4vIpURAqUpkUK0mKM,OPERATIONAL,"Av. Sete de Setembro, 705 - Sala 26 - Cidade Alta, Araranguá - SC, 88901-004, Brazil",(48) 3521-8914,4.7,"['store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11788370222638540034,9,"{'lat': -28.9402149, 'lng': -49.4918003}",Roda Livre Bikes
ChIJR4X53QdDIZURmxcPoseoybo,OPERATIONAL,"nº 3173, Av. Expedicionário José Pedro Coelho - Revoredo, Tubarão - SC, Brazil",(48) 3632-5369,4.7,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=13459474536744294299,18,"{'lat': -28.4669079, 'lng': -48.991237}",Roda Brasil Molas e Mecânica de Carretas
ChIJm0CRxuxCIZURUYoaFx9b8lM,OPERATIONAL,"R. Galdino José de Bessa, 503 - Oficinas, Tubarão - SC, 88702-230, Brazil",(48) 3626-0593,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6048997438601726545,79,"{'lat': -28.4892868, 'lng': -49.0201944}",Daytona Motos Comércio de Peças e Acessórios
ChIJITglCY1CIZURjS3rFU4mghU,OPERATIONAL,"R. dos Ferroviários, 49 - Oficinas, Tubarão - SC, 88702-230, Brazil",(48) 3622-5518,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1549843338585910669,3,"{'lat': -28.4855797, 'lng': -49.02312569999999}",Auto Tok Auto Center
ChIJM1E8nEsJIZUReUu2aNjlraw,OPERATIONAL,"R. Erlon Crocetta, 67 - Conde D'eu, Orleans - SC, 88870-000, Brazil",(48) 3466-4457,4.6,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=12442854063127022457,21,"{'lat': -28.3638292, 'lng': -49.2868636}",MOTO CENTER ( ORI RAMOS )
ChIJmcx0sIGCIZURJQkISHU0MoI,OPERATIONAL,"R. Cel. Pedro Benedet, 350 - SL 02 - Centro, Criciúma - SC, 88801-250, Brazil",(48) 3437-2010,4.8,"['health', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=9381618652090468645,38,"{'lat': -28.6757904, 'lng': -49.3660883}",Homédic Material Médico e Ortopédico
ChIJjwSFSwd5GJUReS1-Ywyf0yo,OPERATIONAL,"Av. Orestes Clemente Serra, 1831 - Santa Luzia, Capão da Canoa - RS, 95555-000, Brazil",(51) 98587-4186,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=3085985045236559225,,"{'lat': -29.7534618, 'lng': -50.0291447}",Sid Rodas Recuperadora e Consertos
ChIJb8hg9WODGJURZh_WJkIE0mg,OPERATIONAL,"R. Osmani Veras, 6870 - Centro, Terra de Areia - RS, 95535-000, Brazil",(51) 3666-1398,4.4,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7553104207219662694,84,"{'lat': -29.586353, 'lng': -50.0710796}","Zenauto Center - Auto Peças, Pneus, Escapamentos, Serviços, Geometria"
ChIJfTAWjxYvIpUR3Huv6IzLlec,OPERATIONAL,"R. Alameda Ascendino Moraes de Sá, 991 - Cidade Alta, Araranguá - SC, 88901-820, Brazil",(48) 3521-2200,4.6,"['car_dealer', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=16687467800350915548,200,"{'lat': -28.9446051, 'lng': -49.5021707}",Concessionária Ford Forauto Araranguá
ChIJaTv3dVyx2JQRIg5il4c2TqI,OPERATIONAL,"Rio Amazonas, 5108 - Bairro Rio Pequeno, Camboriú - SC, 88343-834, Brazil",(47) 99927-3513,5,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11695345238316027426,1,"{'lat': -27.0675643, 'lng': -48.6354113}",PL RODAS
ChIJlUfXsZd-IZURoRaPJ6wrzYs,OPERATIONAL,"R. João Valvassori, 4723 - Jardim Elizabete, Içara - SC, 88820-000, Brazil",(48) 3432-4766,4.7,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=10073755959895725729,32,"{'lat': -28.7139264, 'lng': -49.2963878}",Zinho Auto Center
ChIJh2j7xR_K2JQRXIvSaC6hrFQ,OPERATIONAL,"Av. do Estado, 1200 - Ariribá, Balneário Camboriú - SC, 88338-635, Brazil",(47) 3360-7941,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6101428815879375708,16,"{'lat': -26.9658498, 'lng': -48.6397689}",Tires-shop
ChIJkyU6XnPM2JQR4Hb6Zl4XLRg,OPERATIONAL,"Centro empresarial - 503 805, Av. Cel. Marcos Konder - Marcos Konder, Itajaí - SC, 88301-302, Brazil",(47) 3083-7880,0,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1742074325084305120,,"{'lat': -26.9094984, 'lng': -48.660137}",Kyowa Rodas
ChIJlVkq1bPN2JQRr8zm3DT3c0U,OPERATIONAL,"Avenida Jose Alcebiades Laurentino, 545 - Centro, Navegantes - SC, 88370-008, Brazil",(47) 99194-5855,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5004615417355226287,5,"{'lat': -26.8879758, 'lng': -48.6521519}",Speed rodas
ChIJbXS4ZvTM2JQRYIvT5JbGWwU,OPERATIONAL,"R. Dr. Pedro Rangel, 486 - São João, Itajaí - SC, 88304-430, Brazil",(47) 3349-9651,4.3,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=386120544456772448,3,"{'lat': -26.900505, 'lng': -48.6829989}",Ney Rodas
ChIJIVO5-jMe35QR6w6JK7I51Vc,OPERATIONAL,"R. Gustavo Zimmermann, 549 - Itoupava Central, Blumenau - SC, 89062-100, Brazil",(47) 99124-8066,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=6329028288736464619,1,"{'lat': -26.8455456, 'lng': -49.0861939}",Central Rodas
ChIJu6XOkoaCIZUR5mPigs1KIUE,OPERATIONAL,"Condomínio Centro Comercial Coan - R. Seis de Janeiro, 135 - Centro, Criciúma - SC, 88801-010, Brazil",(48) 98835-2571,3.9,"['furniture_store', 'department_store', 'bicycle_store', 'electronics_store', 'car_repair', 'home_goods_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=4693114533221393382,10,"{'lat': -28.6793254, 'lng': -49.3681759}",Lojas Bkp
ChIJ_8gMRANDIZURbbJNZq3PmnM,OPERATIONAL,"Av. Marcolino Martins Cabral, 2225 - Centro, Tubarão - SC, 88705-000, Brazil",(48) 3626-6857,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8330198804427813485,20,"{'lat': -28.4763973, 'lng': -48.99674049999999}",Edi Auto Center
ChIJ3TaRHIVH35QRvw44WtKZanU,OPERATIONAL,"Av. Otto Renaux, 280 - São Luiz, Brusque - SC, 88351-301, Brazil",(47) 3351-4825,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8460743978704703167,70,"{'lat': -27.0894832, 'lng': -48.9124298}",Fabio Rodas Moto Shop
ChIJvUEebQGy35QR6dymt-aPlGw,OPERATIONAL,"R. Marquês do Herval, 8433, Ibirama - SC, 89140-000, Brazil",(47) 3357-0005,4.5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7824036673735810281,85,"{'lat': -27.0490412, 'lng': -49.58772339999999}",Bonin Recauchutadora de Pneus Ltda
ChIJ67Fqrji535QRMJ3kk-dH5to,OPERATIONAL,"Estrada Blumenau Santana - Taboão, Rio do Sul - SC, 89160-332, Brazil",(47) 3521-3155,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15773373804855991600,1,"{'lat': -27.2073001, 'lng': -49.6244319}",Daniel Center Car
ChIJ3cDEHKS535QRDOF7RLcjzh8,OPERATIONAL,"Alameda Aristiliano Ramos, 1005 - Santana, Rio do Sul - SC, 89160-000, Brazil",(47) 3521-1888,0,"['point_of_interest', 'establishment']",https://maps.google.com/?cid=2291808530413117708,,"{'lat': -27.2078859, 'lng': -49.6253215}","COMÉRCIO DE RODAS E PNEUS, CONSERTO, PINTURA E DIAMANTAÇÃO DE RODAS"
ChIJt1Vh5dYY35QRxAFTUlug32g,OPERATIONAL,"R. 7 de Setembro, 2469 - Centro, Blumenau - SC, 89012-401, Brazil",(47) 3326-5542,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=7556935013834621380,361,"{'lat': -26.913394, 'lng': -49.078457}",Borracharia 7
ChIJNVQ90sy12JQRxO-Olqbbhwg,OPERATIONAL,"Av. Santa Catarina, 1555 - Tabuleiro, Camboriú - SC, 88348-006, Brazil",(47) 99625-8200,5,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=614701382696366020,3,"{'lat': -27.0073962, 'lng': -48.64871650000001}",GALERIA DAS RODAS (Recuperadora e Solda em Aluminio)
ChIJh0ojP4bM2JQRKKah79WRVHk,OPERATIONAL,"R. José Pereira Liberato, 2474 - São Judas, Itajaí - SC, 88303-400, Brazil",(47) 3046-6081,4.6,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=8742773124667385384,32,"{'lat': -26.9138889, 'lng': -48.6825128}",360 Arte em Rodas
ChIJ209ttRC635QRtKOJUish1fM,OPERATIONAL,"KM 2222, BR-470, 137 - Santa Rita, Rio do Sul - SC, 89162-400, Brazil",(47) 3525-1551,4.2,"['local_government_office', 'car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=17569985991207920564,15,"{'lat': -27.179918, 'lng': -49.59811999999999}",AUTO PEÇAS ODELLI LTDA
ChIJZyLBi-e12JQRLZreNfcDeE8,OPERATIONAL,"Av. Santa Catarina, 1747 - Tabuleiro, Camboriú - SC, 88340-000, Brazil",(47) 3268-2372,4.8,"['car_repair', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5726331286497172013,11,"{'lat': -27.0066674, 'lng': -48.64764599999999}",Duas Rodas
